ID;Loan_duration_in_month;Purpose;Loan_Amount;Occupation;Monthly_Income;Length_Employment;Marital_Status;Residential_Property_Status;Home_Address;Office_Address;Age;Present_Residence_Since;Email_Domain_Type
ABC0203;4;business_loan;200;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_1;Area_3;26;d. More10 years;Professional_Domain
ABC0204;1;education;50;permanent_employee;a. Less 100;d. 4-7 years;divorced;rent;Area_1;Area_2;21;d. More10 years;Public_Domain
ABC0205;6;electronics;50;self-employed;a. Less 100;e. More7 years;married;own;Area_2;Area_1;38;a. Less1 year;Public_Domain
ABC0206;5;education;300;unemployed;a. Less 100;e. More7 years;married;family_owned;Area_1;Area_3;38;d. More10 years;Professional_Domain
ABC0207;1;food;50;permanent_employee;a. Less 100;e. More7 years;married;own;Area_2;Area_1;43;d. More10 years;Public_Domain
ABC0208;2;household_appliances;50;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_2;Area_2;26;c. 5-10 years;Public_Domain
ABC0209;4;business_loan;200;self-employed;a. Less 100;c. 1-4 years;divorced;own;Area_2;Area_1;21;b. 1-5 years;Professional_Domain
ABC0210;2;education;50;permanent_employee;d. 1000 - 2000;d. 4-7 years;married;own;Area_4;Area_4;55;b. 1-5 years;Public_Domain
ABC0211;1;vacation;100;permanent_employee;e. More 2000;c. 1-4 years;married;own;Area_1;Area_4;33;b. 1-5 years;Professional_Domain
ABC0212;5;household_appliances;100;self-employed;e. More 2000;e. More7 years;single;own;Area_3;Area_3;45;d. More10 years;Professional_Domain
ABC0213;6;business_loan;200;permanent_employee;a. Less 100;a. unemployed;married;own;Area_1;Area_2;50;d. More10 years;Professional_Domain
ABC0214;6;business_loan;50;unemployed;a. Less 100;e. More7 years;married;own;Area_1;Area_2;66;d. More10 years;Public_Domain
ABC0215;5;electronics;100;permanent_employee;e. More 2000;e. More7 years;married;own;Area_2;Area_2;51;b. 1-5 years;Public_Domain
ABC0216;1;education;50;self-employed;e. More 2000;d. 4-7 years;single;own;Area_2;Area_2;39;c. 5-10 years;Public_Domain
ABC0217;3;business_loan;100;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_2;Area_2;31;a. Less1 year;Public_Domain
ABC0218;3;household_appliances;100;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_1;Area_3;23;b. 1-5 years;Professional_Domain
ABC0219;4;electronics;100;self-employed;a. Less 100;c. 1-4 years;divorced;rent;Area_4;Area_4;24;b. 1-5 years;Professional_Domain
ABC0220;6;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_1;Area_3;64;d. More10 years;Public_Domain
ABC0221;1;household_appliances;50;self-employed;a. Less 100;b. Less1 years;divorced;own;Area_2;Area_4;26;a. Less1 year;Public_Domain
ABC0222;2;food;50;permanent_employee;e. More 2000;c. 1-4 years;single;rent;Area_2;Area_1;23;d. More10 years;Public_Domain
ABC0223;1;household_appliances;50;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_2;Area_4;30;b. 1-5 years;Public_Domain
ABC0224;6;business_loan;100;permanent_employee;e. More 2000;c. 1-4 years;married;own;Area_2;Area_4;32;d. More10 years;Public_Domain
ABC0225;1;business_loan;100;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_2;Area_2;30;b. 1-5 years;Public_Domain
ABC0226;1;vacation;100;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_3;Area_3;27;b. 1-5 years;Public_Domain
ABC0227;6;household_appliances;300;permanent_employee;d. 1000 - 2000;d. 4-7 years;married;own;Area_4;Area_2;27;b. 1-5 years;Professional_Domain
ABC0228;6;electronics;200;unemployed;a. Less 100;e. More7 years;married;family_owned;Area_2;Area_2;53;d. More10 years;Professional_Domain
ABC0229;2;electronics;50;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_3;Area_3;22;b. 1-5 years;Public_Domain
ABC0230;4;electronics;100;permanent_employee;a. Less 100;b. Less1 years;married;family_owned;Area_3;Area_3;22;a. Less1 year;Professional_Domain
ABC0231;5;vacation;100;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_2;Area_1;26;b. 1-5 years;Public_Domain
ABC0232;6;electronics;100;self-employed;c. 500 - 1000;e. More7 years;married;family_owned;Area_4;Area_4;51;d. More10 years;Public_Domain
ABC0233;2;vacation;100;permanent_employee;b. 100 - 500;d. 4-7 years;married;own;Area_2;Area_2;35;a. Less1 year;Public_Domain
ABC0234;6;vacation;50;self-employed;a. Less 100;c. 1-4 years;divorced;own;Area_3;Area_4;25;b. 1-5 years;Public_Domain
ABC0235;1;electronics;50;self-employed;a. Less 100;d. 4-7 years;married;own;Area_2;Area_3;42;a. Less1 year;Public_Domain
ABC0236;1;vacation;50;unemployed;a. Less 100;a. unemployed;married;own;Area_2;Area_1;30;b. 1-5 years;Public_Domain
ABC0237;1;electronics;300;contract_employee;e. More 2000;a. unemployed;married;own;Area_3;Area_1;23;b. 1-5 years;Public_Domain
ABC0238;3;household_appliances;100;self-employed;b. 100 - 500;e. More7 years;divorced;rent;Area_2;Area_3;61;b. 1-5 years;Public_Domain
ABC0239;1;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_2;Area_2;35;b. 1-5 years;Public_Domain
ABC0240;5;electronics;100;permanent_employee;a. Less 100;e. More7 years;married;own;Area_3;Area_3;39;c. 5-10 years;Public_Domain
ABC0241;4;electronics;50;permanent_employee;e. More 2000;e. More7 years;single;own;Area_3;Area_2;29;b. 1-5 years;Public_Domain
ABC0242;1;vacation;50;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_2;Area_2;51;b. 1-5 years;Public_Domain
ABC0243;6;business_loan;100;permanent_employee;a. Less 100;e. More7 years;married;family_owned;Area_2;Area_3;24;d. More10 years;Professional_Domain
ABC0244;3;business_loan;50;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_2;Area_3;27;b. 1-5 years;Public_Domain
ABC0245;6;education;100;self-employed;c. 500 - 1000;c. 1-4 years;single;own;Area_4;Area_2;35;c. 5-10 years;Professional_Domain
ABC0246;4;business_loan;50;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_2;Area_3;25;a. Less1 year;Public_Domain
ABC0247;2;electronics;50;permanent_employee;a. Less 100;e. More7 years;married;own;Area_2;Area_3;52;d. More10 years;Public_Domain
ABC0248;1;electronics;50;permanent_employee;b. 100 - 500;c. 1-4 years;married;rent;Area_2;Area_3;35;a. Less1 year;Public_Domain
ABC0249;4;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_1;Area_2;26;b. 1-5 years;Public_Domain
ABC0250;1;business_loan;50;permanent_employee;a. Less 100;a. unemployed;single;rent;Area_1;Area_4;22;d. More10 years;Public_Domain
ABC0251;1;electronics;50;self-employed;d. 1000 - 2000;d. 4-7 years;single;own;Area_1;Area_2;39;d. More10 years;Public_Domain
ABC0252;1;electronics;100;self-employed;a. Less 100;c. 1-4 years;single;own;Area_4;Area_2;46;b. 1-5 years;Public_Domain
ABC0253;6;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_2;Area_1;24;b. 1-5 years;Public_Domain
ABC0254;4;electronics;100;permanent_employee;b. 100 - 500;c. 1-4 years;married;own;Area_3;Area_4;35;c. 5-10 years;Public_Domain
ABC0255;2;electronics;100;permanent_employee;e. More 2000;d. 4-7 years;married;own;Area_2;Area_3;24;a. Less1 year;Public_Domain
ABC0256;6;electronics;200;self-employed;e. More 2000;c. 1-4 years;married;own;Area_4;Area_1;27;a. Less1 year;Professional_Domain
ABC0257;4;electronics;100;self-employed;a. Less 100;c. 1-4 years;married;own;Area_1;Area_2;35;b. 1-5 years;Public_Domain
ABC0258;1;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;divorced;family_owned;Area_3;Area_1;29;a. Less1 year;Public_Domain
ABC0259;3;business_loan;100;permanent_employee;b. 100 - 500;b. Less1 years;single;own;Area_1;Area_3;23;d. More10 years;Professional_Domain
ABC0260;3;food;50;self-employed;b. 100 - 500;a. unemployed;single;own;Area_2;Area_4;57;d. More10 years;Public_Domain
ABC0261;6;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_2;Area_2;27;b. 1-5 years;Public_Domain
ABC0262;4;electronics;50;permanent_employee;a. Less 100;e. More7 years;single;own;Area_2;Area_4;55;d. More10 years;Public_Domain
ABC0263;3;food;200;unemployed;a. Less 100;e. More7 years;married;family_owned;Area_2;Area_1;36;d. More10 years;Public_Domain
ABC0264;6;food;100;self-employed;a. Less 100;e. More7 years;single;family_owned;Area_4;Area_3;57;d. More10 years;Public_Domain
ABC0265;2;electronics;50;self-employed;a. Less 100;e. More7 years;married;own;Area_1;Area_4;32;d. More10 years;Public_Domain
ABC0266;3;household_appliances;50;permanent_employee;a. Less 100;e. More7 years;married;own;Area_4;Area_2;37;c. 5-10 years;Public_Domain
ABC0267;6;business_loan;200;permanent_employee;e. More 2000;e. More7 years;married;own;Area_1;Area_2;36;d. More10 years;Professional_Domain
ABC0268;4;household_appliances;50;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_1;Area_2;38;c. 5-10 years;Public_Domain
ABC0269;3;food;200;unemployed;a. Less 100;e. More7 years;divorced;own;Area_4;Area_3;45;d. More10 years;Professional_Domain
ABC0270;4;electronics;50;permanent_employee;e. More 2000;e. More7 years;married;own;Area_2;Area_2;25;b. 1-5 years;Public_Domain
ABC0271;3;electronics;100;permanent_employee;e. More 2000;d. 4-7 years;married;own;Area_1;Area_2;32;c. 5-10 years;Public_Domain
ABC0272;2;electronics;50;permanent_employee;c. 500 - 1000;d. 4-7 years;single;rent;Area_4;Area_2;37;d. More10 years;Public_Domain
ABC0273;6;education;300;unemployed;e. More 2000;a. unemployed;married;family_owned;Area_4;Area_2;36;d. More10 years;Public_Domain
ABC0274;6;electronics;100;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_4;Area_4;28;d. More10 years;Public_Domain
ABC0275;5;vacation;300;self-employed;a. Less 100;b. Less1 years;divorced;own;Area_1;Area_4;34;a. Less1 year;Professional_Domain
ABC0276;2;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_1;Area_3;32;b. 1-5 years;Public_Domain
ABC0277;3;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_1;Area_1;26;b. 1-5 years;Public_Domain
ABC0278;6;vacation;50;self-employed;e. More 2000;e. More7 years;divorced;own;Area_1;Area_3;49;d. More10 years;Public_Domain
ABC0279;1;electronics;100;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_3;Area_2;32;d. More10 years;Public_Domain
ABC0280;4;vacation;50;unemployed;b. 100 - 500;c. 1-4 years;married;rent;Area_1;Area_4;29;d. More10 years;Public_Domain
ABC0281;3;business_loan;100;permanent_employee;d. 1000 - 2000;e. More7 years;married;rent;Area_3;Area_2;23;d. More10 years;Public_Domain
ABC0282;6;vacation;50;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_2;Area_3;50;b. 1-5 years;Public_Domain
ABC0283;3;electronics;50;self-employed;e. More 2000;d. 4-7 years;married;own;Area_4;Area_2;49;d. More10 years;Public_Domain
ABC0284;6;household_appliances;50;permanent_employee;e. More 2000;e. More7 years;married;own;Area_1;Area_3;63;d. More10 years;Public_Domain
ABC0285;4;vacation;100;permanent_employee;b. 100 - 500;b. Less1 years;divorced;own;Area_1;Area_2;37;b. 1-5 years;Professional_Domain
ABC0286;6;vacation;300;self-employed;a. Less 100;b. Less1 years;single;own;Area_2;Area_4;35;a. Less1 year;Professional_Domain
ABC0287;6;business_loan;100;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_2;Area_4;26;c. 5-10 years;Public_Domain
ABC0288;6;household_appliances;200;unemployed;b. 100 - 500;a. unemployed;married;family_owned;Area_1;Area_1;31;d. More10 years;Professional_Domain
ABC0289;1;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_3;Area_2;49;d. More10 years;Public_Domain
ABC0290;1;electronics;50;permanent_employee;a. Less 100;b. Less1 years;divorced;own;Area_2;Area_1;48;d. More10 years;Public_Domain
ABC0291;1;business_loan;50;permanent_employee;a. Less 100;c. 1-4 years;divorced;own;Area_4;Area_1;26;b. 1-5 years;Public_Domain
ABC0292;5;business_loan;200;unemployed;a. Less 100;b. Less1 years;divorced;rent;Area_1;Area_2;28;d. More10 years;Professional_Domain
ABC0293;4;business_loan;200;unemployed;a. Less 100;e. More7 years;single;family_owned;Area_2;Area_2;44;d. More10 years;Public_Domain
ABC0294;1;business_loan;100;permanent_employee;a. Less 100;e. More7 years;married;family_owned;Area_2;Area_4;56;d. More10 years;Public_Domain
ABC0295;6;business_loan;200;unemployed;e. More 2000;e. More7 years;divorced;own;Area_1;Area_3;46;b. 1-5 years;Professional_Domain
ABC0296;1;household_appliances;200;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_4;Area_1;26;b. 1-5 years;Professional_Domain
ABC0297;6;business_loan;100;permanent_employee;e. More 2000;b. Less1 years;single;rent;Area_4;Area_4;20;d. More10 years;Professional_Domain
ABC0298;2;electronics;50;self-employed;e. More 2000;e. More7 years;married;own;Area_1;Area_2;45;b. 1-5 years;Public_Domain
ABC0299;6;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_1;Area_3;43;d. More10 years;Public_Domain
ABC0300;3;electronics;100;permanent_employee;d. 1000 - 2000;d. 4-7 years;married;own;Area_2;Area_2;32;b. 1-5 years;Public_Domain
ABC0301;1;electronics;50;contract_employee;a. Less 100;a. unemployed;single;own;Area_3;Area_1;54;d. More10 years;Public_Domain
ABC0302;5;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_3;Area_4;42;a. Less1 year;Public_Domain
ABC0303;1;education;50;self-employed;e. More 2000;d. 4-7 years;married;own;Area_1;Area_3;37;b. 1-5 years;Public_Domain
ABC0304;2;electronics;50;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_1;Area_4;49;c. 5-10 years;Public_Domain
ABC0305;6;food;300;permanent_employee;c. 500 - 1000;c. 1-4 years;married;family_owned;Area_1;Area_3;44;b. 1-5 years;Professional_Domain
ABC0306;1;electronics;50;permanent_employee;d. 1000 - 2000;c. 1-4 years;divorced;own;Area_3;Area_1;33;b. 1-5 years;Public_Domain
ABC0307;5;business_loan;100;self-employed;e. More 2000;d. 4-7 years;single;rent;Area_2;Area_2;24;d. More10 years;Public_Domain
ABC0308;6;vacation;50;self-employed;b. 100 - 500;b. Less1 years;divorced;own;Area_2;Area_2;33;c. 5-10 years;Public_Domain
ABC0309;2;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_2;Area_2;24;d. More10 years;Public_Domain
ABC0310;2;vacation;50;self-employed;a. Less 100;c. 1-4 years;divorced;rent;Area_1;Area_4;22;d. More10 years;Public_Domain
ABC0311;6;food;200;contract_employee;e. More 2000;a. unemployed;married;family_owned;Area_1;Area_4;40;d. More10 years;Professional_Domain
ABC0312;4;vacation;200;permanent_employee;b. 100 - 500;c. 1-4 years;married;own;Area_4;Area_3;25;a. Less1 year;Professional_Domain
ABC0313;4;vacation;100;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_4;Area_2;26;d. More10 years;Professional_Domain
ABC0314;6;food;50;self-employed;a. Less 100;d. 4-7 years;divorced;own;Area_4;Area_3;25;c. 5-10 years;Public_Domain
ABC0315;1;vacation;50;self-employed;e. More 2000;b. Less1 years;married;own;Area_2;Area_2;29;b. 1-5 years;Public_Domain
ABC0316;1;business_loan;100;permanent_employee;a. Less 100;e. More7 years;married;own;Area_2;Area_2;31;d. More10 years;Public_Domain
ABC0317;6;vacation;50;self-employed;a. Less 100;c. 1-4 years;married;own;Area_1;Area_1;38;c. 5-10 years;Public_Domain
ABC0318;6;vacation;100;self-employed;e. More 2000;c. 1-4 years;single;own;Area_2;Area_2;48;d. More10 years;Professional_Domain
ABC0319;6;food;50;permanent_employee;a. Less 100;;married;own;Area_1;Area_1;32;b. 1-5 years;Public_Domain
ABC0320;3;vacation;100;self-employed;a. Less 100;;single;own;Area_2;Area_2;27;d. More10 years;Public_Domain
ABC0321;1;education;100;unemployed;a. Less 100;;divorced;own;Area_1;Area_3;28;b. 1-5 years;Public_Domain
ABC0322;4;vacation;50;permanent_employee;a. Less 100;;divorced;own;Area_2;Area_2;32;c. 5-10 years;Public_Domain
ABC0323;4;business_loan;100;unemployed;a. Less 100;;married;family_owned;Area_1;Area_3;34;a. Less1 year;Public_Domain
ABC0324;3;vacation;100;permanent_employee;d. 1000 - 2000;;married;own;Area_3;Area_2;28;b. 1-5 years;Public_Domain
ABC0325;3;electronics;50;permanent_employee;a. Less 100;;single;own;Area_2;Area_1;36;c. 5-10 years;Public_Domain
ABC0326;2;vacation;100;self-employed;a. Less 100;;married;own;Area_1;Area_3;39;d. More10 years;Public_Domain
ABC0327;6;electronics;200;permanent_employee;e. More 2000;e. More7 years;married;rent;Area_2;Area_4;49;d. More10 years;Professional_Domain
ABC0328;3;electronics;50;permanent_employee;d. 1000 - 2000;d. 4-7 years;single;own;Area_3;Area_2;34;c. 5-10 years;Public_Domain
ABC0329;1;electronics;100;permanent_employee;a. Less 100;e. More7 years;married;own;Area_3;Area_2;31;b. 1-5 years;Public_Domain
ABC0330;1;food;50;permanent_employee;a. Less 100;e. More7 years;married;own;Area_2;Area_4;28;d. More10 years;Public_Domain
ABC0331;1;education;200;unemployed;a. Less 100;a. unemployed;married;family_owned;Area_3;Area_2;75;d. More10 years;Professional_Domain
ABC0332;6;food;50;permanent_employee;b. 100 - 500;c. 1-4 years;single;own;Area_1;Area_1;30;b. 1-5 years;Public_Domain
ABC0333;6;vacation;200;unemployed;b. 100 - 500;b. Less1 years;single;own;Area_2;Area_2;24;b. 1-5 years;Professional_Domain
ABC0334;6;education;300;self-employed;b. 100 - 500;c. 1-4 years;single;rent;Area_1;Area_2;24;d. More10 years;Public_Domain
ABC0335;4;electronics;100;permanent_employee;a. Less 100;e. More7 years;married;rent;Area_2;Area_2;23;d. More10 years;Public_Domain
ABC0336;1;electronics;100;unemployed;a. Less 100;c. 1-4 years;divorced;rent;Area_2;Area_1;44;d. More10 years;Professional_Domain
ABC0337;3;vacation;100;self-employed;a. Less 100;b. Less1 years;single;own;Area_1;Area_2;23;d. More10 years;Public_Domain
ABC0338;1;household_appliances;50;permanent_employee;e. More 2000;c. 1-4 years;single;rent;Area_2;Area_3;24;b. 1-5 years;Public_Domain
ABC0339;3;food;100;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_4;Area_1;28;d. More10 years;Professional_Domain
ABC0340;1;electronics;50;self-employed;a. Less 100;c. 1-4 years;divorced;own;Area_4;Area_1;31;b. 1-5 years;Public_Domain
ABC0341;6;food;200;permanent_employee;a. Less 100;b. Less1 years;single;family_owned;Area_1;Area_2;24;d. More10 years;Public_Domain
ABC0342;1;electronics;100;self-employed;a. Less 100;d. 4-7 years;single;rent;Area_1;Area_2;26;d. More10 years;Public_Domain
ABC0343;1;food;100;permanent_employee;c. 500 - 1000;b. Less1 years;divorced;rent;Area_2;Area_1;25;c. 5-10 years;Public_Domain
ABC0344;6;business_loan;100;unemployed;a. Less 100;e. More7 years;married;own;Area_2;Area_3;33;a. Less1 year;Professional_Domain
ABC0345;1;electronics;100;self-employed;a. Less 100;b. Less1 years;married;own;Area_3;Area_1;37;a. Less1 year;Professional_Domain
ABC0346;6;household_appliances;50;self-employed;a. Less 100;c. 1-4 years;single;own;Area_3;Area_1;43;b. 1-5 years;Public_Domain
ABC0347;6;household_appliances;50;permanent_employee;a. Less 100;b. Less1 years;married;own;Area_1;Area_1;23;d. More10 years;Public_Domain
ABC0348;1;electronics;100;contract_employee;c. 500 - 1000;a. unemployed;single;rent;Area_4;Area_1;23;d. More10 years;Public_Domain
ABC0349;6;business_loan;50;self-employed;b. 100 - 500;c. 1-4 years;married;own;Area_3;Area_2;34;b. 1-5 years;Public_Domain
ABC0350;6;food;50;permanent_employee;d. 1000 - 2000;e. More7 years;married;family_owned;Area_1;Area_2;32;c. 5-10 years;Public_Domain
ABC0351;1;education;50;permanent_employee;a. Less 100;b. Less1 years;single;rent;Area_1;Area_1;23;d. More10 years;Public_Domain
ABC0352;1;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_3;Area_2;29;b. 1-5 years;Public_Domain
ABC0353;3;business_loan;100;unemployed;e. More 2000;a. unemployed;married;own;Area_2;Area_4;38;d. More10 years;Public_Domain
ABC0354;6;electronics;200;permanent_employee;a. Less 100;c. 1-4 years;married;rent;Area_1;Area_2;28;b. 1-5 years;Public_Domain
ABC0355;3;food;50;permanent_employee;c. 500 - 1000;e. More7 years;married;family_owned;Area_2;Area_1;46;d. More10 years;Public_Domain
ABC0356;3;business_loan;50;self-employed;a. Less 100;b. Less1 years;married;own;Area_4;Area_1;23;b. 1-5 years;Public_Domain
ABC0357;6;electronics;100;permanent_employee;e. More 2000;e. More7 years;married;own;Area_2;Area_3;49;d. More10 years;Public_Domain
ABC0358;3;electronics;100;unemployed;a. Less 100;c. 1-4 years;married;own;Area_3;Area_2;26;b. 1-5 years;Public_Domain
ABC0359;1;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;divorced;own;Area_3;Area_3;28;b. 1-5 years;Public_Domain
ABC0360;5;education;100;permanent_employee;a. Less 100;d. 4-7 years;single;rent;Area_2;Area_3;23;d. More10 years;Public_Domain
ABC0361;3;food;50;permanent_employee;e. More 2000;c. 1-4 years;married;family_owned;Area_2;Area_4;61;d. More10 years;Public_Domain
ABC0362;2;electronics;100;unemployed;e. More 2000;e. More7 years;married;own;Area_3;Area_2;37;c. 5-10 years;Professional_Domain
ABC0363;2;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_2;Area_1;36;b. 1-5 years;Public_Domain
ABC0364;1;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;divorced;rent;Area_1;Area_4;21;b. 1-5 years;Public_Domain
ABC0365;3;food;100;contract_employee;a. Less 100;a. unemployed;married;own;Area_1;Area_2;25;a. Less1 year;Public_Domain
ABC0366;6;business_loan;50;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_3;Area_4;36;d. More10 years;Public_Domain
ABC0367;3;business_loan;100;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_2;Area_3;27;a. Less1 year;Public_Domain
ABC0368;3;vacation;100;permanent_employee;a. Less 100;b. Less1 years;single;rent;Area_3;Area_1;22;d. More10 years;Professional_Domain
ABC0369;5;vacation;100;permanent_employee;a. Less 100;e. More7 years;married;own;Area_3;Area_3;42;b. 1-5 years;Public_Domain
ABC0370;3;vacation;100;permanent_employee;a. Less 100;d. 4-7 years;single;rent;Area_4;Area_1;40;d. More10 years;Professional_Domain
ABC0371;5;electronics;100;permanent_employee;e. More 2000;c. 1-4 years;married;own;Area_1;Area_1;36;d. More10 years;Public_Domain
ABC0372;3;electronics;200;permanent_employee;a. Less 100;e. More7 years;married;own;Area_2;Area_1;33;d. More10 years;Professional_Domain
ABC0373;6;household_appliances;100;permanent_employee;a. Less 100;b. Less1 years;single;rent;Area_2;Area_2;23;c. 5-10 years;Public_Domain
ABC0374;6;vacation;300;unemployed;e. More 2000;e. More7 years;married;family_owned;Area_3;Area_3;63;d. More10 years;Professional_Domain
ABC0375;6;vacation;300;unemployed;b. 100 - 500;e. More7 years;single;family_owned;Area_2;Area_4;60;d. More10 years;Professional_Domain
ABC0376;6;household_appliances;200;permanent_employee;a. Less 100;d. 4-7 years;single;rent;Area_4;Area_4;37;d. More10 years;Professional_Domain
ABC0377;3;electronics;100;permanent_employee;a. Less 100;a. unemployed;divorced;own;Area_2;Area_3;34;c. 5-10 years;Public_Domain
ABC0378;2;electronics;50;permanent_employee;e. More 2000;e. More7 years;married;family_owned;Area_1;Area_1;36;d. More10 years;Public_Domain
ABC0379;6;vacation;300;unemployed;a. Less 100;e. More7 years;married;family_owned;Area_1;Area_2;57;b. 1-5 years;Public_Domain
ABC0380;1;food;50;self-employed;b. 100 - 500;c. 1-4 years;single;own;Area_2;Area_4;52;d. More10 years;Public_Domain
ABC0381;3;electronics;100;permanent_employee;e. More 2000;d. 4-7 years;married;own;Area_2;Area_3;39;d. More10 years;Public_Domain
ABC0382;3;education;300;unemployed;a. Less 100;a. unemployed;single;family_owned;Area_1;Area_3;38;d. More10 years;Professional_Domain
ABC0383;4;electronics;50;permanent_employee;e. More 2000;d. 4-7 years;single;rent;Area_3;Area_1;25;d. More10 years;Public_Domain
ABC0384;3;electronics;50;permanent_employee;a. Less 100;b. Less1 years;married;own;Area_3;Area_4;26;a. Less1 year;Public_Domain
ABC0385;6;business_loan;100;self-employed;b. 100 - 500;c. 1-4 years;married;own;Area_4;Area_2;26;b. 1-5 years;Public_Domain
ABC0386;3;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_2;Area_3;25;a. Less1 year;Public_Domain
ABC0387;3;electronics;50;permanent_employee;e. More 2000;b. Less1 years;single;rent;Area_3;Area_2;21;b. 1-5 years;Public_Domain
ABC0388;3;electronics;200;unemployed;a. Less 100;a. unemployed;married;own;Area_2;Area_2;40;d. More10 years;Public_Domain
ABC0389;3;business_loan;100;permanent_employee;c. 500 - 1000;c. 1-4 years;married;own;Area_3;Area_4;27;d. More10 years;Public_Domain
ABC0390;2;business_loan;50;permanent_employee;a. Less 100;d. 4-7 years;single;own;Area_1;Area_1;27;b. 1-5 years;Public_Domain
ABC0391;3;electronics;50;unemployed;a. Less 100;c. 1-4 years;divorced;own;Area_4;Area_2;30;b. 1-5 years;Public_Domain
ABC0392;2;electronics;50;self-employed;d. 1000 - 2000;b. Less1 years;single;rent;Area_1;Area_2;19;d. More10 years;Public_Domain
ABC0393;5;food;100;unemployed;a. Less 100;d. 4-7 years;married;family_owned;Area_1;Area_1;39;d. More10 years;Public_Domain
ABC0394;1;electronics;50;permanent_employee;a. Less 100;d. 4-7 years;single;own;Area_2;Area_2;31;d. More10 years;Public_Domain
ABC0395;2;household_appliances;100;unemployed;a. Less 100;a. unemployed;married;own;Area_4;Area_1;31;c. 5-10 years;Public_Domain
ABC0396;5;food;300;permanent_employee;b. 100 - 500;d. 4-7 years;married;rent;Area_2;Area_1;32;c. 5-10 years;Public_Domain
ABC0397;2;household_appliances;100;unemployed;a. Less 100;a. unemployed;single;family_owned;Area_1;Area_4;55;d. More10 years;Public_Domain
ABC0398;5;household_appliances;100;permanent_employee;a. Less 100;c. 1-4 years;divorced;own;Area_1;Area_1;46;b. 1-5 years;Public_Domain
ABC0399;3;food;50;permanent_employee;a. Less 100;e. More7 years;divorced;rent;Area_1;Area_1;46;a. Less1 year;Public_Domain
ABC0400;4;electronics;50;self-employed;d. 1000 - 2000;c. 1-4 years;single;own;Area_2;Area_3;43;a. Less1 year;Public_Domain
ABC0401;3;electronics;50;permanent_employee;a. Less 100;b. Less1 years;divorced;own;Area_2;Area_2;39;d. More10 years;Public_Domain
ABC0402;3;business_loan;50;permanent_employee;e. More 2000;c. 1-4 years;divorced;own;Area_2;Area_3;28;d. More10 years;Public_Domain
ABC0403;6;business_loan;200;permanent_employee;a. Less 100;b. Less1 years;married;own;Area_3;Area_2;27;b. 1-5 years;Public_Domain
ABC0404;3;electronics;50;self-employed;a. Less 100;c. 1-4 years;married;own;Area_4;Area_4;27;b. 1-5 years;Public_Domain
ABC0405;3;electronics;100;permanent_employee;e. More 2000;e. More7 years;married;own;Area_2;Area_4;43;d. More10 years;Public_Domain
ABC0406;4;vacation;100;permanent_employee;a. Less 100;b. Less1 years;divorced;own;Area_3;Area_1;22;a. Less1 year;Public_Domain
ABC0407;4;business_loan;100;permanent_employee;e. More 2000;d. 4-7 years;married;own;Area_2;Area_2;43;d. More10 years;Public_Domain
